fetch_time,d_time,flight_number,price,craft_type
2020-09-22 10:06:53,2020-09-30 07:15:00,CA1293,2000,波音737
2020-09-22 10:06:53,2020-09-30 07:40:00,CZ6931,2580,空客321
2020-09-22 10:06:53,2020-09-30 07:50:00,CA1275,2000,波音737
2020-09-22 10:06:53,2020-09-30 09:00:00,CZ6904,2230,波音787
2020-09-22 10:06:53,2020-09-30 09:10:00,CA1901,2000,空客321
2020-09-22 10:06:53,2020-09-30 11:20:00,CA1253,2630,波音737
2020-09-22 10:06:53,2020-09-30 12:05:00,CZ6908,2580,空客320
2020-09-22 10:06:53,2020-09-30 13:00:00,CZ6906,2580,波音738
2020-09-22 10:06:53,2020-09-30 13:30:00,CZ6921,2580,空客321
2020-09-22 10:06:53,2020-09-30 14:55:00,CZ6902,2580,波音787
2020-09-22 10:06:53,2020-09-30 16:00:00,CA1291,2820,波音738
2020-09-22 10:06:53,2020-09-30 19:30:00,CZ6910,2400,波音787
2020-09-22 10:06:53,2020-09-30 22:00:00,CZ6912,2580,波音738
2020-09-22 10:07:24,2020-10-01 16:00:00,CA1291,2260,波音737
2020-09-22 10:07:24,2020-10-01 09:10:00,CA1901,2480,空客321
2020-09-22 10:07:24,2020-10-01 11:20:00,CA1253,2480,空客321
2020-09-22 10:07:24,2020-10-01 07:15:00,CA1293,2630,波音737
2020-09-22 10:07:24,2020-10-01 08:05:00,CA1477,2630,波音737
2020-09-22 10:07:24,2020-10-01 13:30:00,CZ6921,2580,空客321
2020-09-22 10:07:24,2020-10-01 14:55:00,CZ6902,2580,波音787
2020-09-22 10:07:24,2020-10-01 19:30:00,CZ6910,2580,波音787
2020-09-22 10:07:24,2020-10-01 22:00:00,CZ6912,2230,波音738
2020-09-22 10:07:24,2020-10-01 12:05:00,CZ6908,2580,空客320
2020-09-22 10:07:24,2020-10-01 13:00:00,CZ6906,2580,波音738
2020-09-22 10:07:24,2020-10-01 07:40:00,CZ6931,2580,空客321
2020-09-22 10:07:24,2020-10-01 09:00:00,CZ6904,2400,波音787
2020-09-22 10:07:55,2020-10-02 16:00:00,CA1291,2010,空客321
2020-09-22 10:07:55,2020-10-02 09:10:00,CA1901,1690,空客321
2020-09-22 10:07:55,2020-10-02 11:20:00,CA1253,1690,波音737
2020-09-22 10:07:55,2020-10-02 07:50:00,CA1275,2010,波音737
2020-09-22 10:07:55,2020-10-02 08:05:00,CA1477,1690,波音738
2020-09-22 10:07:55,2020-10-02 13:30:00,CZ6921,1710,空客321
2020-09-22 10:07:55,2020-10-02 14:55:00,CZ6902,1240,波音787
2020-09-22 10:07:55,2020-10-02 19:30:00,CZ6910,1240,波音787
2020-09-22 10:07:55,2020-10-02 22:00:00,CZ6912,1240,波音738
2020-09-22 10:07:55,2020-10-02 09:00:00,CZ6904,1880,波音787
2020-09-22 10:07:55,2020-10-02 12:05:00,CZ6908,1710,空客320
2020-09-22 10:07:55,2020-10-02 07:40:00,CZ6931,1710,空客321
2020-09-22 10:07:55,2020-10-02 13:00:00,CZ6906,1880,波音738
2020-09-22 10:32:32,2020-10-03 13:30:00,CZ6921,1240,空客321
2020-09-22 10:32:32,2020-10-03 14:55:00,CZ6902,1240,波音787
2020-09-22 10:32:32,2020-10-03 19:30:00,CZ6910,1240,波音787
2020-09-22 10:32:32,2020-10-03 09:00:00,CZ6904,1240,波音787
2020-09-22 10:32:32,2020-10-03 22:00:00,CZ6912,870,波音738
2020-09-22 10:32:32,2020-10-03 12:05:00,CZ6908,1240,空客320
2020-09-22 10:32:32,2020-10-03 07:40:00,CZ6931,1240,空客321
2020-09-22 10:32:32,2020-10-03 13:00:00,CZ6906,1710,波音738
2020-09-22 10:32:32,2020-10-03 16:00:00,CA1291,2010,空客319
2020-09-22 10:32:32,2020-10-03 20:00:00,CA1295,1200,波音737
2020-09-22 10:32:32,2020-10-03 09:10:00,CA1901,1200,空客320
2020-09-22 10:32:32,2020-10-03 11:20:00,CA1253,1200,空客321
2020-09-22 10:32:32,2020-10-03 07:15:00,CA1293,1200,波音737
2020-09-22 10:32:32,2020-10-03 08:05:00,CA1477,1200,波音737
2020-09-22 10:33:04,2020-10-04 13:30:00,CZ6921,750,空客320
2020-09-22 10:33:04,2020-10-04 14:55:00,CZ6902,870,波音787
2020-09-22 10:33:04,2020-10-04 19:30:00,CZ6910,750,波音787
2020-09-22 10:33:04,2020-10-04 09:00:00,CZ6904,870,波音787
2020-09-22 10:33:04,2020-10-04 22:00:00,CZ6912,750,波音738
2020-09-22 10:33:04,2020-10-04 07:40:00,CZ6931,750,空客321
2020-09-22 10:33:04,2020-10-04 12:05:00,CZ6908,870,空客320
2020-09-22 10:33:04,2020-10-04 13:00:00,CZ6906,870,波音738
2020-09-22 10:33:04,2020-10-04 16:00:00,CA1291,700,空客321
2020-09-22 10:33:04,2020-10-04 20:00:00,CA1295,700,波音737
2020-09-22 10:33:04,2020-10-04 09:10:00,CA1901,700,空客320
2020-09-22 10:33:04,2020-10-04 11:00:00,CA1253,700,空客321
2020-09-22 10:33:04,2020-10-04 07:15:00,CA1293,1200,波音737
2020-09-22 10:33:04,2020-10-04 07:50:00,CA1275,1200,波音737
2020-09-22 10:33:36,2020-10-05 09:10:00,CA1901,700,空客321
2020-09-22 10:33:36,2020-10-05 11:20:00,CA1253,700,空客321
2020-09-22 10:33:36,2020-10-05 07:50:00,CA1275,700,波音737
2020-09-22 10:33:36,2020-10-05 08:05:00,CA1477,700,波音737
2020-09-22 10:33:36,2020-10-05 13:30:00,CZ6921,750,空客321
2020-09-22 10:33:36,2020-10-05 14:55:00,CZ6902,750,波音787
2020-09-22 10:33:36,2020-10-05 19:30:00,CZ6910,750,波音787
2020-09-22 10:33:36,2020-10-05 22:00:00,CZ6912,750,波音738
2020-09-22 10:33:36,2020-10-05 09:00:00,CZ6904,750,波音787
2020-09-22 10:33:36,2020-10-05 12:05:00,CZ6908,870,空客320
2020-09-22 10:33:36,2020-10-05 07:40:00,CZ6931,870,空客321
2020-09-22 10:33:36,2020-10-05 13:00:00,CZ6906,750,波音738
2020-09-22 10:34:08,2020-10-06 13:30:00,CZ6921,750,空客321
2020-09-22 10:34:08,2020-10-06 14:55:00,CZ6902,750,波音787
2020-09-22 10:34:08,2020-10-06 19:30:00,CZ6910,750,波音787
2020-09-22 10:34:08,2020-10-06 22:00:00,CZ6912,750,波音738
2020-09-22 10:34:08,2020-10-06 09:00:00,CZ6904,750,波音787
2020-09-22 10:34:08,2020-10-06 12:05:00,CZ6908,750,空客320
2020-09-22 10:34:08,2020-10-06 07:40:00,CZ6931,750,空客321
2020-09-22 10:34:08,2020-10-06 13:00:00,CZ6906,750,波音738
2020-09-22 10:34:08,2020-10-06 20:00:00,CA1295,700,波音738
2020-09-22 10:34:08,2020-10-06 09:10:00,CA1901,700,空客321
2020-09-22 10:34:08,2020-10-06 11:20:00,CA1253,700,空客320
2020-09-22 10:34:08,2020-10-06 07:15:00,CA1293,700,波音737
2020-09-22 10:34:08,2020-10-06 08:05:00,CA1477,700,波音737
2020-09-22 10:34:40,2020-10-07 07:15:00,CA1293,700,波音737
2020-09-22 10:34:40,2020-10-07 07:40:00,CZ6931,750,空客320
2020-09-22 10:34:40,2020-10-07 07:50:00,CA1275,700,波音737
2020-09-22 10:34:40,2020-10-07 09:00:00,CZ6904,750,波音787
2020-09-22 10:34:40,2020-10-07 09:10:00,CA1901,700,空客321
2020-09-22 10:34:40,2020-10-07 11:20:00,CA1253,700,空客321
2020-09-22 10:34:40,2020-10-07 12:05:00,CZ6908,750,空客320
2020-09-22 10:34:40,2020-10-07 13:00:00,CZ6906,750,波音738
2020-09-22 10:34:40,2020-10-07 13:30:00,CZ6921,750,空客321
2020-09-22 10:34:40,2020-10-07 14:55:00,CZ6902,750,波音787
2020-09-22 10:34:40,2020-10-07 16:00:00,CA1291,700,波音738
2020-09-22 10:34:40,2020-10-07 19:30:00,CZ6910,750,波音787
2020-09-22 10:34:40,2020-10-07 22:00:00,CZ6912,750,波音738
2020-09-22 10:35:11,2020-10-08 16:00:00,CA1291,1200,空客321
2020-09-22 10:35:11,2020-10-08 09:10:00,CA1901,700,空客321
2020-09-22 10:35:11,2020-10-08 11:20:00,CA1253,700,空客321
2020-09-22 10:35:11,2020-10-08 07:15:00,CA1293,700,波音737
2020-09-22 10:35:11,2020-10-08 08:05:00,CA1477,700,波音737
2020-09-22 10:35:11,2020-10-08 13:30:00,CZ6921,750,空客320
2020-09-22 10:35:11,2020-10-08 14:55:00,CZ6902,750,波音787
2020-09-22 10:35:11,2020-10-08 19:30:00,CZ6910,750,波音787
2020-09-22 10:35:11,2020-10-08 22:00:00,CZ6912,750,波音738
2020-09-22 10:35:11,2020-10-08 09:00:00,CZ6904,750,波音787
2020-09-22 10:35:11,2020-10-08 12:05:00,CZ6908,750,空客320
2020-09-22 10:35:11,2020-10-08 07:40:00,CZ6931,750,空客321
2020-09-22 10:35:11,2020-10-08 13:00:00,CZ6906,750,波音738
2020-09-22 10:35:11,2020-10-08 07:50:00,CA1299,0,波音738
2020-09-22 10:35:43,2020-10-09 16:00:00,CA1291,700,空客321
2020-09-22 10:35:43,2020-10-09 09:10:00,CA1901,700,空客320
2020-09-22 10:35:43,2020-10-09 11:20:00,CA1253,700,空客321
2020-09-22 10:35:43,2020-10-09 07:50:00,CA1275,700,波音738
2020-09-22 10:35:43,2020-10-09 08:05:00,CA1477,700,波音738
2020-09-22 10:35:43,2020-10-09 13:30:00,CZ6921,750,空客321
2020-09-22 10:35:43,2020-10-09 14:55:00,CZ6902,750,波音787
2020-09-22 10:35:43,2020-10-09 19:30:00,CZ6910,750,波音787
2020-09-22 10:35:43,2020-10-09 22:00:00,CZ6912,750,波音738
2020-09-22 10:35:43,2020-10-09 09:00:00,CZ6904,750,波音787
2020-09-22 10:35:43,2020-10-09 12:05:00,CZ6908,750,空客320
2020-09-22 10:35:43,2020-10-09 07:40:00,CZ6931,750,空客321
2020-09-22 10:35:43,2020-10-09 13:00:00,CZ6906,750,波音738
2020-09-22 10:36:15,2020-10-10 13:30:00,CZ6921,750,空客321
2020-09-22 10:36:15,2020-10-10 14:55:00,CZ6902,750,波音787
2020-09-22 10:36:15,2020-10-10 19:30:00,CZ6910,750,波音787
2020-09-22 10:36:15,2020-10-10 09:00:00,CZ6904,750,波音787
2020-09-22 10:36:15,2020-10-10 22:00:00,CZ6912,750,波音738
2020-09-22 10:36:15,2020-10-10 07:40:00,CZ6931,750,空客320
2020-09-22 10:36:15,2020-10-10 12:05:00,CZ6908,750,空客320
2020-09-22 10:36:15,2020-10-10 13:00:00,CZ6906,750,波音738
2020-09-22 10:36:15,2020-10-10 16:00:00,CA1291,700,空客321
2020-09-22 10:36:15,2020-10-10 20:00:00,CA1295,700,波音737
2020-09-22 10:36:15,2020-10-10 09:10:00,CA1901,700,空客320
2020-09-22 10:36:15,2020-10-10 11:20:00,CA1253,700,空客321
2020-09-22 10:36:15,2020-10-10 07:15:00,CA1293,1190,波音737
2020-09-22 10:36:15,2020-10-10 08:05:00,CA1477,700,波音737
2020-09-22 10:36:48,2020-10-11 13:30:00,CZ6921,870,空客321
2020-09-22 10:36:48,2020-10-11 14:55:00,CZ6902,870,波音787
2020-09-22 10:36:48,2020-10-11 19:30:00,CZ6910,870,波音787
2020-09-22 10:36:48,2020-10-11 09:00:00,CZ6904,870,波音787
2020-09-22 10:36:48,2020-10-11 22:00:00,CZ6912,870,波音738
2020-09-22 10:36:48,2020-10-11 07:40:00,CZ6931,870,空客320
2020-09-22 10:36:48,2020-10-11 12:05:00,CZ6908,870,空客320
2020-09-22 10:36:48,2020-10-11 13:00:00,CZ6906,870,波音738
2020-09-22 10:36:48,2020-10-11 16:00:00,CA1291,700,空客321
2020-09-22 10:36:48,2020-10-11 09:10:00,CA1901,700,空客320
2020-09-22 10:36:48,2020-10-11 20:00:00,CA1295,520,波音737
2020-09-22 10:36:48,2020-10-11 11:00:00,CA1253,700,空客321
2020-09-22 10:36:48,2020-10-11 07:15:00,CA1293,520,波音738
2020-09-22 10:36:48,2020-10-11 07:50:00,CA1275,520,波音738
2020-09-22 10:37:19,2020-10-12 11:20:00,CA1253,700,空客321
2020-09-22 10:37:19,2020-10-12 07:50:00,CA1275,700,波音737
2020-09-22 10:37:19,2020-10-12 08:05:00,CA1477,700,波音737
2020-09-22 10:37:19,2020-10-12 09:10:00,CA1901,1190,空客320
2020-09-22 10:37:19,2020-10-12 14:55:00,CZ6902,870,波音787
2020-09-22 10:37:19,2020-10-12 19:30:00,CZ6910,750,波音787
2020-09-22 10:37:19,2020-10-12 22:00:00,CZ6912,750,波音738
2020-09-22 10:37:19,2020-10-12 12:05:00,CZ6908,870,空客320
2020-09-22 10:37:19,2020-10-12 13:00:00,CZ6906,870,波音738
2020-09-22 10:37:19,2020-10-12 07:40:00,CZ6931,870,空客321
2020-09-22 10:37:19,2020-10-12 09:00:00,CZ6904,870,波音787
2020-09-22 10:37:19,2020-10-12 13:30:00,CZ6921,870,空客321
2020-09-22 10:37:51,2020-10-13 07:15:00,CA1293,700,波音737
2020-09-22 10:37:51,2020-10-13 07:40:00,CZ6931,870,空客321
2020-09-22 10:37:51,2020-10-13 08:05:00,CA1477,700,波音737
2020-09-22 10:37:51,2020-10-13 09:00:00,CZ6904,870,波音787
2020-09-22 10:37:51,2020-10-13 09:10:00,CA1901,700,空客320
2020-09-22 10:37:51,2020-10-13 11:20:00,CA1253,700,空客321
2020-09-22 10:37:51,2020-10-13 12:05:00,CZ6908,870,空客320
2020-09-22 10:37:51,2020-10-13 13:00:00,CZ6906,870,波音738
2020-09-22 10:37:51,2020-10-13 13:30:00,CZ6921,870,空客321
2020-09-22 10:37:51,2020-10-13 14:55:00,CZ6902,870,波音787
2020-09-22 10:37:51,2020-10-13 19:30:00,CZ6910,750,波音787
2020-09-22 10:37:51,2020-10-13 20:00:00,CA1295,520,波音737
2020-09-22 10:37:51,2020-10-13 22:00:00,CZ6912,750,波音738
2020-09-22 10:38:23,2020-10-14 14:55:00,CZ6902,870,波音787
2020-09-22 10:38:23,2020-10-14 19:30:00,CZ6910,750,波音787
2020-09-22 10:38:23,2020-10-14 22:00:00,CZ6912,750,波音738
2020-09-22 10:38:23,2020-10-14 12:05:00,CZ6908,870,空客320
2020-09-22 10:38:23,2020-10-14 13:00:00,CZ6906,870,波音738
2020-09-22 10:38:23,2020-10-14 07:40:00,CZ6931,870,空客320
2020-09-22 10:38:23,2020-10-14 09:00:00,CZ6904,870,波音787
2020-09-22 10:38:23,2020-10-14 13:30:00,CZ6921,870,空客321
2020-09-22 10:38:23,2020-10-14 16:00:00,CA1291,700,波音737
2020-09-22 10:38:23,2020-10-14 09:10:00,CA1901,700,空客320
2020-09-22 10:38:23,2020-10-14 11:20:00,CA1253,700,波音737
2020-09-22 10:38:23,2020-10-14 07:15:00,CA1293,700,波音738
2020-09-22 10:38:23,2020-10-14 07:50:00,CA1275,700,波音738
2020-09-22 10:38:54,2020-10-15 07:15:00,CA1293,700,波音737
2020-09-22 10:38:54,2020-10-15 07:40:00,CZ6931,700,空客320
2020-09-22 10:38:54,2020-10-15 08:05:00,CA1477,700,波音737
2020-09-22 10:38:54,2020-10-15 09:00:00,CZ6904,700,波音787
2020-09-22 10:38:54,2020-10-15 09:10:00,CA1901,700,空客320
2020-09-22 10:38:54,2020-10-15 11:20:00,CA1253,700,空客321
2020-09-22 10:38:54,2020-10-15 12:05:00,CZ6908,700,空客320
2020-09-22 10:38:54,2020-10-15 13:00:00,CZ6906,700,波音738
2020-09-22 10:38:54,2020-10-15 13:30:00,CZ6921,700,空客320
2020-09-22 10:38:54,2020-10-15 14:55:00,CZ6902,700,波音787
2020-09-22 10:38:54,2020-10-15 16:00:00,CA1291,700,波音737
2020-09-22 10:38:54,2020-10-15 19:30:00,CZ6910,700,波音787
2020-09-22 10:38:54,2020-10-15 22:00:00,CZ6912,700,波音738
2020-09-22 10:39:26,2020-10-16 07:40:00,CZ6931,870,空客320
2020-09-22 10:39:26,2020-10-16 07:50:00,CA1275,700,波音737
2020-09-22 10:39:26,2020-10-16 08:05:00,CA1477,700,波音737
2020-09-22 10:39:26,2020-10-16 09:00:00,CZ6904,870,波音787
2020-09-22 10:39:26,2020-10-16 09:10:00,CA1901,1190,空客320
2020-09-22 10:39:26,2020-10-16 11:20:00,CA1253,700,波音737
2020-09-22 10:39:26,2020-10-16 12:05:00,CZ6908,870,空客320
2020-09-22 10:39:26,2020-10-16 13:00:00,CZ6906,870,波音738
2020-09-22 10:39:26,2020-10-16 13:30:00,CZ6921,870,空客321
2020-09-22 10:39:26,2020-10-16 14:55:00,CZ6902,870,波音787
2020-09-22 10:39:26,2020-10-16 16:00:00,CA1291,700,波音737
2020-09-22 10:39:26,2020-10-16 19:30:00,CZ6910,750,波音787
2020-09-22 10:39:26,2020-10-16 20:00:00,CA1295,700,波音737
2020-09-22 10:39:26,2020-10-16 22:00:00,CZ6912,750,波音738
2020-09-22 10:40:00,2020-10-17 16:00:00,CA1291,700,波音737
2020-09-22 10:40:00,2020-10-17 08:05:00,CA1477,700,波音737
2020-09-22 10:40:00,2020-10-17 20:00:00,CA1295,700,波音737
2020-09-22 10:40:00,2020-10-17 09:10:00,CA1901,1190,空客320
2020-09-22 10:40:00,2020-10-17 11:20:00,CA1253,700,波音737
2020-09-22 10:40:00,2020-10-17 07:15:00,CA1293,1190,波音737
2020-09-22 10:40:00,2020-10-17 13:30:00,CZ6921,700,空客320
2020-09-22 10:40:00,2020-10-17 14:55:00,CZ6902,700,波音787
2020-09-22 10:40:00,2020-10-17 19:30:00,CZ6910,700,波音787
2020-09-22 10:40:00,2020-10-17 09:00:00,CZ6904,700,波音787
2020-09-22 10:40:00,2020-10-17 22:00:00,CZ6912,700,波音738
2020-09-22 10:40:00,2020-10-17 07:40:00,CZ6931,700,空客320
2020-09-22 10:40:00,2020-10-17 12:05:00,CZ6908,700,空客320
2020-09-22 10:40:00,2020-10-17 13:00:00,CZ6906,700,波音738
2020-09-22 10:40:35,2020-10-18 16:00:00,CA1291,700,波音737
2020-09-22 10:40:35,2020-10-18 09:10:00,CA1901,700,空客320
2020-09-22 10:40:35,2020-10-18 20:00:00,CA1295,700,波音737
2020-09-22 10:40:35,2020-10-18 11:00:00,CA1253,700,波音737
2020-09-22 10:40:35,2020-10-18 07:15:00,CA1293,700,波音737
2020-09-22 10:40:35,2020-10-18 07:50:00,CA1275,700,波音737
2020-09-22 10:40:35,2020-10-18 13:30:00,CZ6921,870,空客320
2020-09-22 10:40:35,2020-10-18 14:55:00,CZ6902,870,波音787
2020-09-22 10:40:35,2020-10-18 19:30:00,CZ6910,750,波音787
2020-09-22 10:40:35,2020-10-18 09:00:00,CZ6904,870,波音787
2020-09-22 10:40:35,2020-10-18 22:00:00,CZ6912,750,波音738
2020-09-22 10:40:35,2020-10-18 12:05:00,CZ6908,870,空客320
2020-09-22 10:40:35,2020-10-18 07:40:00,CZ6931,870,空客320
2020-09-22 10:40:35,2020-10-18 13:00:00,CZ6906,870,波音738
2020-09-22 10:41:06,2020-10-19 07:40:00,CZ6931,870,空客320
2020-09-22 10:41:06,2020-10-19 07:50:00,CA1275,700,波音737
2020-09-22 10:41:06,2020-10-19 08:05:00,CA1477,700,波音737
2020-09-22 10:41:06,2020-10-19 09:00:00,CZ6904,870,波音787
2020-09-22 10:41:06,2020-10-19 09:10:00,CA1901,700,空客320
2020-09-22 10:41:06,2020-10-19 11:20:00,CA1253,700,波音737
2020-09-22 10:41:06,2020-10-19 12:05:00,CZ6908,870,空客320
2020-09-22 10:41:06,2020-10-19 13:00:00,CZ6906,870,波音738
2020-09-22 10:41:06,2020-10-19 13:30:00,CZ6921,870,空客320
2020-09-22 10:41:06,2020-10-19 14:55:00,CZ6902,870,波音787
2020-09-22 10:41:06,2020-10-19 16:00:00,CA1291,700,波音737
2020-09-22 10:41:06,2020-10-19 19:30:00,CZ6910,750,波音787
2020-09-22 10:41:06,2020-10-19 20:00:00,CA1295,700,波音737
2020-09-22 10:41:06,2020-10-19 22:00:00,CZ6912,750,波音738
2020-09-22 10:41:40,2020-10-20 07:15:00,CA1293,700,波音737
2020-09-22 10:41:40,2020-10-20 07:40:00,CZ6931,870,空客320
2020-09-22 10:41:40,2020-10-20 08:05:00,CA1477,700,波音737
2020-09-22 10:41:40,2020-10-20 09:00:00,CZ6904,870,波音787
2020-09-22 10:41:40,2020-10-20 09:10:00,CA1901,700,空客320
2020-09-22 10:41:40,2020-10-20 11:20:00,CA1253,700,波音737
2020-09-22 10:41:40,2020-10-20 12:05:00,CZ6908,870,空客320
2020-09-22 10:41:40,2020-10-20 13:00:00,CZ6906,870,波音738
